Date,1 yr,30YR,SPREAD,SP500,GOLD,OIL,CHHUSD,JPYUSD,UNEMP IDX
01-07-2016,0.51,2.23,1.71,2173.6,1337.43,44.65,0.98,104.19,4.8
01-08-2016,0.57,2.26,1.69,2170.95,1340.86,44.72,0.97,101.24,4.9
01-09-2016,0.59,2.35,1.76,2168.27,1326.62,45.18,0.97,101.78,5
01-10-2016,0.66,2.5,1.84,2126.15,1268.93,49.78,0.99,103.91,4.9
01-11-2016,0.74,2.86,2.13,2198.81,1240.29,45.66,1,108.44,4.7
01-12-2016,0.87,3.11,2.25,2238.83,1152.17,51.97,1.02,116,4.7
01-01-2017,0.83,3.02,2.19,2278.87,1192.65,52.5,1.01,114.87,4.7
01-02-2017,0.82,3.03,2.21,2363.64,1233.39,53.47,1,112.91,4.6
01-03-2017,1.01,3.08,2.07,2362.72,1231.06,49.33,1,112.92,4.4
01-04-2017,1.04,2.94,1.9,2384.2,1267.15,51.06,1,110.09,4.4
01-05-2017,1.12,2.96,1.84,2411.8,1245.25,48.48,0.99,112.24,4.4
01-06-2017,1.2,2.8,1.6,2423.41,1261.28,45.18,0.97,110.91,4.3
01-07-2017,1.22,2.88,1.66,2470.3,1235.1,46.63,0.96,112.42,4.3
01-08-2017,1.23,2.8,1.57,2471.65,1282.06,48.04,0.97,109.83,4.4
01-09-2017,1.28,2.78,1.5,2519.36,1317.05,49.82,0.96,110.78,4.2
01-10-2017,1.4,2.88,1.48,2575.26,1280.68,51.58,0.98,112.91,4.1
01-11-2017,1.56,2.8,1.24,2647.58,1283.19,56.64,0.99,112.82,4.2
01-12-2017,1.7,2.77,1.07,2673.61,1265.67,57.88,0.99,112.94,4.1
01-01-2018,1.8,2.88,1.07,2823.81,1332.81,63.7,0.96,110.87,4.1
01-02-2018,1.96,3.13,1.17,2713.83,1333.78,62.23,0.94,107.97,4.1
01-03-2018,2.06,3.09,1.03,2640.87,1325.56,62.73,0.95,106.05,4
01-04-2018,2.15,3.07,0.92,2648.05,1334.38,66.25,0.97,107.66,4
01-05-2018,2.27,3.13,0.86,2705.27,1303.61,69.98,1,109.69,3.8
01-06-2018,2.33,3.05,0.72,2718.37,1282.13,67.87,0.99,110.06,4
01-07-2018,2.39,3.01,0.62,2816.29,1238.06,70.98,0.99,111.52,3.8
01-08-2018,2.45,3.04,0.6,2901.52,1201.86,68.06,0.99,111,3.8
01-09-2018,2.56,3.15,0.59,2913.98,1199.2,70.23,0.97,112.1,3.7
01-10-2018,2.65,3.34,0.69,2711.74,1214.73,70.75,0.99,112.72,3.8
01-11-2018,2.7,3.36,0.66,2760.17,1221.28,56.96,1,113.34,3.7
01-12-2018,2.66,3.1,0.44,2506.85,1249.89,49.52,0.99,112.2,3.9
01-01-2019,2.58,3.04,0.46,2704.1,1291.63,51.38,0.99,108.96,4
01-02-2019,2.55,3.02,0.47,2784.49,1319.76,54.95,1,110.44,3.8
01-03-2019,2.49,2.98,0.49,2834.4,1302.29,58.15,1,111.14,3.8
01-04-2019,2.42,2.94,0.52,2945.83,1287.65,63.86,1.01,111.64,3.6
01-05-2019,2.34,2.82,0.48,2752.06,1283.1,60.83,1.01,109.97,3.6
01-06-2019,2,2.57,0.58,2941.76,1358.49,54.66,0.99,108.07,3.7
01-07-2019,1.96,2.57,0.61,0,1414.61,57.35,0.99,108.29,3.7
01-08-2019,1.98,1.97,-0.01,0,1497.1,54.81,0.98,106.19,3.7
01-09-2019,1.99,1.95,-0.04,0,1510.34,0,0.99,107.54,3.5
